text,label,phishing_type,severity,confidence
"Dear customer, this is an final notice notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, complete the form now. This offer is last chance and expires midnight. Follow the instructions immediately.

Keywords: instantly act now urgent final notice

Support Desk,
Taylor Patel",1,urgency,medium,0.83
"Dear customer, this is the irs compliance team. There are security violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: department medicaid police

Sincerely,
Riley Wong",1,authority_scam,high,0.86
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: update, infection, maintenance, database, repair, issue

Security Team,
Cameron Khan",1,tech_support,high,0.87
"Subject: Training session notes

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Sam Lee",0,legitimate,low,0.98
"Subject: Weekly status report

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Taylor Kim",0,legitimate,low,0.98
"Notice, we detected a security alert on your account. To restore access, please confirm your information. Your account may be locked until you reactivate it.

Keywords: temporary hold suspicious activity unauthorized

Support Desk,
Jordan Wong",1,social_engineering,high,0.88
"Dear customer, final warning. Failure to respond will seize your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Keywords: lawsuit cancel criminal final warning hold

Regards,
Morgan Martinez",1,threats,high,0.88
"Subject: Schedule confirmation

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Cameron Khan",0,legitimate,low,1.0
"Hi there, we detected unusual activity on your account. To authenticate access, please validate your information. Your account may be locked until you recover it.

Keywords: breach malware detected

Sincerely,
Riley Singh",1,social_engineering,high,0.94
"Subject: Project update

Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Avery Nguyen",0,legitimate,low,0.95
"Subject: Lab availability

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Cameron Brown",0,legitimate,low,0.96
"Subject: Office maintenance

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Let me know if the timing works for you.

Best,
Morgan Nguyen",0,legitimate,low,1.0
"Subject: Welcome aboard

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Cameron Garcia",0,legitimate,low,0.95
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: temporary loan, we talked about, remembered you mentioning, international issues, medical conference, you were wearing

Account Services,
Morgan Brown",1,social_engineering_advanced,high,0.93
"Account holder, we detected unusual activity on your account. To authenticate access, please update your information. Your account may be locked until you recover it.

Keywords: violation malware detected restore account closed

Regards,
Alex Nguyen",1,social_engineering,high,0.9
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: no-reply, redirect, update, confidential

Security Team,
Taylor Martinez",1,generic_phishing,low,0.89
"Subject: Invoice confirmation

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Thanks for reviewing the document.

Best,
Jordan Garcia",0,legitimate,low,0.97
"Hello, final warning. Failure to respond will hold your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Keywords: penalty final warning

Account Services,
Morgan Kim",1,threats,high,0.95
"Subject: Conference registration

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Jamie Martinez",0,legitimate,low,0.99
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: traveler, traveling, transfer back

Regards,
Jamie Kim",1,romance_dating,high,0.73
"Subject: Quarterly roadmap

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Jordan Kim",0,legitimate,low,0.96
"Subject: Welcome aboard

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Sam Garcia",0,legitimate,low,0.96
"Subject: Quarterly roadmap

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Taylor Patel",0,legitimate,low,0.97
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: unexpected situation, ran into, emergency loan, replacement cards

Support Desk,
Sam Brown",1,social_engineering_advanced,high,0.93
